COSMIC_ID,Name,COSMIC_ID,Tissue,Tissue sub-type,Count,1 , 2,3,4
"906834","D-283MED","SIDM00888","906834","MB","nervous_system","medulloblastoma","GDSC2","180","1796"
"946369","D-336MG","SIDM00620","946369","LGG","nervous_system","glioma","GDSC1","325","1796"
"946370","D-392MG","SIDM00542","946370","GBM","nervous_system","glioma","GDSC1","341","1796"
"946370","D-392MG","SIDM00542","946370","GBM","nervous_system","glioma","GDSC2","180","1796"
"946372","D-423MG","SIDM00209","946372","GBM","nervous_system","glioma","GDSC1","323","1796"
"946373","D-502MG","SIDM00208","946373","LGG","nervous_system","glioma","GDSC1","359","1796"
"753549","D-542MG","SIDM00207","753549","GBM","nervous_system","glioma","GDSC1","340","1796"
"946377","D-566MG","SIDM00206","946377","GBM","nervous_system","glioma","GDSC1","313","1796"
"1290797","DAN-G","SIDM00950","1290797","PAAD","pancreas","pancreas","GDSC1","302","1796"
"1290797","DAN-G","SIDM00950","1290797","PAAD","pancreas","pancreas","GDSC2","180","1796"
"906832","DB","SIDM00886","906832","DLBC","blood","B_cell_lymphoma","GDSC1","355","1796"
"906832","DB","SIDM00886","906832","DLBC","blood","B_cell_lymphoma","GDSC2","179","1796"
"906835","DBTRG-05MG","SIDM00867","906835","GBM","nervous_system","glioma","GDSC1","322","1796"
"906835","DBTRG-05MG","SIDM00867","906835","GBM","nervous_system","glioma","GDSC2","180","1796"
"906836","DEL","SIDM00949","906836","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","358","1796"
"906836","DEL","SIDM00949","906836","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","179","1796"
"906838","DG-75","SIDM00948","906838","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","366","1796"
"906838","DG-75","SIDM00948","906838","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","179","1796"
"906841","DJM-1","SIDM00281","906841","UNCLASSIFIED","skin","skin_other","GDSC1","342","1796"
"906839","DK-MG","SIDM00947","906839","GBM","nervous_system","glioma","GDSC1","318","1796"
"906839","DK-MG","SIDM00947","906839","GBM","nervous_system","glioma","GDSC2","180","1796"
"687983","DMS-114","SIDM00865","687983","SCLC","lung","lung_small_cell_carcinoma","GDSC1","364","1796"
"687983","DMS-114","SIDM00865","687983","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180","1796"
"687985","DMS-273","SIDM00522","687985","SCLC","lung","lung_small_cell_carcinoma","GDSC1","316","1796"
"687985","DMS-273","SIDM00522","687985","SCLC","lung","lung_small_cell_carcinoma","GDSC2","179","1796"
"907295","DMS-53","SIDM00523","907295","SCLC","lung","lung_small_cell_carcinoma","GDSC1","324","1796"
"907295","DMS-53","SIDM00523","907295","SCLC","lung","lung_small_cell_carcinoma","GDSC2","180","1796"
"753551","DMS-79","SIDM00524","753551","SCLC","lung","lung_small_cell_carcinoma","GDSC1","308","1796"
"753551","DMS-79","SIDM00524","753551","SCLC","lung","lung_small_cell_carcinoma","GDSC2","95","1796"
"1297446","DND-41","SIDM00946","1297446","ALL","blood","T_cell_leukemia","GDSC1","365","1796"
"1297446","DND-41","SIDM00946","1297446","ALL","blood","T_cell_leukemia","GDSC2","180","1796"
"906842","DOHH-2","SIDM00981","906842","DLBC","blood","B_cell_lymphoma","GDSC1","181","1796"
"906842","DOHH-2","SIDM00981","906842","DLBC","blood","B_cell_lymphoma","GDSC2","95","1796"
"910936","DOK","SIDM00540","910936","HNSC","aero_digestive_tract","head_and_neck","GDSC1","312","1796"
"910936","DOK","SIDM00540","910936","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"1479987","DOV13","SIDM00969","1479987","OV","urogenital_system","ovary","GDSC1","277","1796"
"1479987","DOV13","SIDM00969","1479987","OV","urogenital_system","ovary","GDSC2","179","1796"
"753552","DSH1","SIDM00970","753552","BLCA","urogenital_system","bladder","GDSC1","358","1796"
"753552","DSH1","SIDM00970","753552","BLCA","urogenital_system","bladder","GDSC2","180","1796"
"905935","DU-145","SIDM00120","905935","PRAD","urogenital_system","prostate","GDSC1","317","1796"
"905935","DU-145","SIDM00120","905935","PRAD","urogenital_system","prostate","GDSC2","179","1796"
"906844","DU-4475","SIDM01001","906844","BRCA","breast","breast","GDSC1","355","1796"
"906844","DU-4475","SIDM01001","906844","BRCA","breast","breast","GDSC2","193","1796"
"906833","Daoy","SIDM00887","906833","MB","nervous_system","medulloblastoma","GDSC1","315","1796"
"906833","Daoy","SIDM00887","906833","MB","nervous_system","medulloblastoma","GDSC2","179","1796"
"906831","Daudi","SIDM00845","906831","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","363","1796"
"906831","Daudi","SIDM00845","906831","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","180","1796"
"906837","Detroit562","SIDM00831","906837","HNSC","aero_digestive_tract","head_and_neck","GDSC1","319","1796"
"906837","Detroit562","SIDM00831","906837","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"1789883","DiFi","SIDM00049","1789883","COREAD","digestive_system","large_intestine","GDSC1","146","1796"
"1789883","DiFi","SIDM00049","1789883","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"906843","DoTc2-4510","SIDM00864","906843","CESC","urogenital_system","cervix","GDSC1","312","1796"
"906843","DoTc2-4510","SIDM00864","906843","CESC","urogenital_system","cervix","GDSC2","180","1796"
"906847","EB-3","SIDM00793","906847","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","357","1796"
"906847","EB-3","SIDM00793","906847","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","180","1796"
"906846","EB2","SIDM00863","906846","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","359","1796"
"906846","EB2","SIDM00863","906846","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","180","1796"
"753554","EBC-1","SIDM00486","753554","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","317","1796"
"753554","EBC-1","SIDM00486","753554","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","180","1796"
"753555","EC-GI-10","SIDM00278","753555","ESCA","aero_digestive_tract","oesophagus","GDSC1","366","1796"
"753555","EC-GI-10","SIDM00278","753555","ESCA","aero_digestive_tract","oesophagus","GDSC2","180","1796"
"906848","ECC10","SIDM00280","906848","UNCLASSIFIED","digestive_system","stomach","GDSC1","315","1796"
"906848","ECC10","SIDM00280","906848","UNCLASSIFIED","digestive_system","stomach","GDSC2","179","1796"
"906849","ECC12","SIDM00279","906849","UNCLASSIFIED","digestive_system","stomach","GDSC1","32","1796"
"906849","ECC12","SIDM00279","906849","UNCLASSIFIED","digestive_system","stomach","GDSC2","50","1796"
"906851","EFM-19","SIDM01056","906851","BRCA","breast","breast","GDSC1","316","1796"
"906851","EFM-19","SIDM01056","906851","BRCA","breast","breast","GDSC2","196","1796"
"1290798","EFM-192A","SIDM01002","1290798","BRCA","breast","breast","GDSC1","324","1796"
"1290798","EFM-192A","SIDM01002","1290798","BRCA","breast","breast","GDSC2","193","1796"
"911905","EFO-21","SIDM01052","911905","OV","urogenital_system","ovary","GDSC1","319","1796"
"911905","EFO-21","SIDM01052","911905","OV","urogenital_system","ovary","GDSC2","180","1796"
"906852","EFO-27","SIDM01051","906852","UNCLASSIFIED","urogenital_system","ovary","GDSC1","319","1796"
"906852","EFO-27","SIDM01051","906852","UNCLASSIFIED","urogenital_system","ovary","GDSC2","95","1796"
"906853","EGI-1","SIDM01050","906853","UNCLASSIFIED","digestive_system","biliary_tract","GDSC1","319","1796"
"906853","EGI-1","SIDM01050","906853","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","180","1796"
"906854","EHEB","SIDM01049","906854","CLL","blood","lymphoid_neoplasm_other","GDSC1","267","1796"
"1297447","EJM","SIDM01048","1297447","MM","blood","lymphoid_neoplasm_other","GDSC1","357","1796"
"1297447","EJM","SIDM01048","1297447","MM","blood","lymphoid_neoplasm_other","GDSC2","180","1796"
"905970","EKVX","SIDM00119","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","365","1796"
"905970","EKVX","SIDM00119","905970","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","95","1796"
"906855","EM-2","SIDM01047","906855","LCML","blood","chronic_myeloid_leukaemia","GDSC1","359","1796"
"906855","EM-2","SIDM01047","906855","LCML","blood","chronic_myeloid_leukaemia","GDSC2","179","1796"
"1503369","EMC-BAC-1","SIDM00048","1503369","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","276","1796"
"1503370","EMC-BAC-2","SIDM00047","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","278","1796"
"1503370","EMC-BAC-2","SIDM00047","1503370","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","179","1796"
"1240127","EN","SIDM01045","1240127","UCEC","urogenital_system","endometrium","GDSC1","323","1796"
"1240127","EN","SIDM01045","1240127","UCEC","urogenital_system","endometrium","GDSC2","180","1796"
"753556","EPLC-272H","SIDM01044","753556","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","325","1796"
"753556","EPLC-272H","SIDM01044","753556","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","180","1796"
"1240128","ES-2","SIDM00861","1240128","UNCLASSIFIED","urogenital_system","ovary","GDSC1","364","1796"
"1240128","ES-2","SIDM00861","1240128","UNCLASSIFIED","urogenital_system","ovary","GDSC2","180","1796"
"949158","ES1","SIDM00266","949158","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","360","1796"
"949158","ES1","SIDM00266","949158","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","101","1796"
"684055","ES3","SIDM00265","684055","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","366","1796"
"949156","ES4","SIDM00264","949156","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","365","1796"
"949156","ES4","SIDM00264","949156","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","178","1796"
"684057","ES5","SIDM00263","684057","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","346","1796"
"684057","ES5","SIDM00263","684057","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","95","1796"
"949157","ES6","SIDM00262","949157","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","363","1796"
"949157","ES6","SIDM00262","949157","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"684059","ES7","SIDM00269","684059","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","364","1796"
"684059","ES7","SIDM00269","684059","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949155","ES8","SIDM00261","949155","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","360","1796"
"949155","ES8","SIDM00261","949155","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"1503366","ESO26","SIDM00539","1503366","ESCA","aero_digestive_tract","oesophagus","GDSC1","282","1796"
"1503366","ESO26","SIDM00539","1503366","ESCA","aero_digestive_tract","oesophagus","GDSC2","178","1796"
"1503367","ESO51","SIDM00538","1503367","ESCA","aero_digestive_tract","oesophagus","GDSC1","230","1796"
"1503367","ESO51","SIDM00538","1503367","ESCA","aero_digestive_tract","oesophagus","GDSC2","180","1796"
"907000","ESS-1","SIDM01043","907000","UNCLASSIFIED","urogenital_system","endometrium","GDSC1","320","1796"
"907000","ESS-1","SIDM01043","907000","UNCLASSIFIED","urogenital_system","endometrium","GDSC2","180","1796"
"906861","ETK-1","SIDM00276","906861","UNCLASSIFIED","digestive_system","biliary_tract","GDSC1","366","1796"
"906861","ETK-1","SIDM00276","906861","UNCLASSIFIED","digestive_system","biliary_tract","GDSC2","180","1796"
"906862","EVSA-T","SIDM01042","906862","BRCA","breast","breast","GDSC1","364","1796"
"906862","EVSA-T","SIDM01042","906862","BRCA","breast","breast","GDSC2","193","1796"
"949163","EW-1","SIDM00205","949163","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","366","1796"
"949163","EW-1","SIDM00205","949163","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"684062","EW-11","SIDM00203","684062","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","316","1796"
"684062","EW-11","SIDM00203","684062","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949162","EW-12","SIDM00200","949162","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","41","1796"
"949166","EW-13","SIDM00621","949166","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","359","1796"
"949166","EW-13","SIDM00621","949166","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","162","1796"
"949165","EW-16","SIDM00198","949165","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","340","1796"
"949165","EW-16","SIDM00198","949165","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949164","EW-18","SIDM00197","949164","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","359","1796"
"949164","EW-18","SIDM00197","949164","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949167","EW-22","SIDM00196","949167","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","216","1796"
"949167","EW-22","SIDM00196","949167","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949168","EW-24","SIDM00195","949168","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","362","1796"
"949168","EW-24","SIDM00195","949168","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949161","EW-3","SIDM00202","949161","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","357","1796"
"949161","EW-3","SIDM00202","949161","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","180","1796"
"949160","EW-7","SIDM00201","949160","UNCLASSIFIED","bone","ewings_sarcoma","GDSC1","326","1796"
"949160","EW-7","SIDM00201","949160","UNCLASSIFIED","bone","ewings_sarcoma","GDSC2","179","1796"
"906856","EoL-1-cell","SIDM00277","906856","UNCLASSIFIED","blood","haematopoietic_neoplasm_other","GDSC1","356","1796"
"906856","EoL-1-cell","SIDM00277","906856","UNCLASSIFIED","blood","haematopoietic_neoplasm_other","GDSC2","180","1796"
"906863","FADU","SIDM00860","906863","HNSC","aero_digestive_tract","head_and_neck","GDSC1","304","1796"
"906863","FADU","SIDM00860","906863","HNSC","aero_digestive_tract","head_and_neck","GDSC2","180","1796"
"1503361","FLO-1","SIDM01041","1503361","ESCA","aero_digestive_tract","oesophagus","GDSC1","277","1796"
"1503361","FLO-1","SIDM01041","1503361","ESCA","aero_digestive_tract","oesophagus","GDSC2","180","1796"
"906864","FTC-133","SIDM00213","906864","THCA","thyroid","thyroid","GDSC1","299","1796"
"906864","FTC-133","SIDM00213","906864","THCA","thyroid","thyroid","GDSC2","169","1796"
"1240129","FU-OV-1","SIDM01040","1240129","OV","urogenital_system","ovary","GDSC1","317","1796"
"1240129","FU-OV-1","SIDM01040","1240129","OV","urogenital_system","ovary","GDSC2","102","1796"
"1290806","FU97","SIDM00503","1290806","STAD","digestive_system","stomach","GDSC1","317","1796"
"1290806","FU97","SIDM00503","1290806","STAD","digestive_system","stomach","GDSC2","102","1796"
"1297449","Farage","SIDM00859","1297449","DLBC","blood","B_cell_lymphoma","GDSC1","364","1796"
"1297449","Farage","SIDM00859","1297449","DLBC","blood","B_cell_lymphoma","GDSC2","95","1796"
"1290807","G-292-Clone-A141B1","SIDM00858","1290807","UNCLASSIFIED","bone","osteosarcoma","GDSC1","317","1796"
"1290807","G-292-Clone-A141B1","SIDM00858","1290807","UNCLASSIFIED","bone","osteosarcoma","GDSC2","180","1796"
"906865","G-361","SIDM00857","906865","SKCM","skin","melanoma","GDSC1","313","1796"
"906865","G-361","SIDM00857","906865","SKCM","skin","melanoma","GDSC2","180","1796"
"907299","G-401","SIDM00856","907299","UNCLASSIFIED","kidney","kidney","GDSC1","323","1796"
"907299","G-401","SIDM00856","907299","UNCLASSIFIED","kidney","kidney","GDSC2","180","1796"
"907298","G-402","SIDM00855","907298","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","316","1796"
"907298","G-402","SIDM00855","907298","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","178","1796"
"1240130","G-MEL","SIDM00129","1240130","SKCM","skin","melanoma","GDSC1","317","1796"
"1240130","G-MEL","SIDM00129","1240130","SKCM","skin","melanoma","GDSC2","94","1796"
"1303896","GA-10","SIDM00854","1303896","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC1","246","1796"
"1303896","GA-10","SIDM00854","1303896","UNCLASSIFIED","blood","Burkitt_lymphoma","GDSC2","180","1796"
"910932","GAK","SIDM00543","910932","SKCM","skin","melanoma","GDSC1","359","1796"
"910932","GAK","SIDM00543","910932","SKCM","skin","melanoma","GDSC2","180","1796"
"906868","GAMG","SIDM01055","906868","LGG","nervous_system","glioma","GDSC1","319","1796"
"906868","GAMG","SIDM01055","906868","LGG","nervous_system","glioma","GDSC2","179","1796"
"687568","GB-1","SIDM00581","687568","GBM","nervous_system","glioma","GDSC1","366","1796"
"687568","GB-1","SIDM00581","687568","GBM","nervous_system","glioma","GDSC2","180","1796"
"906869","GCIY","SIDM00274","906869","STAD","digestive_system","stomach","GDSC1","280","1796"
"906869","GCIY","SIDM00274","906869","STAD","digestive_system","stomach","GDSC2","180","1796"
"906999","GCT","SIDM00853","906999","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC1","314","1796"
"906999","GCT","SIDM00853","906999","UNCLASSIFIED","soft_tissue","soft_tissue_other","GDSC2","180","1796"
"906870","GDM-1","SIDM01057","906870","LAML","blood","acute_myeloid_leukaemia","GDSC1","354","1796"
"906870","GDM-1","SIDM01057","906870","LAML","blood","acute_myeloid_leukaemia","GDSC2","179","1796"
"906871","GI-1","SIDM00273","906871","LGG","nervous_system","glioma","GDSC1","363","1796"
"906871","GI-1","SIDM00273","906871","LGG","nervous_system","glioma","GDSC2","171","1796"
"906872","GI-ME-N","SIDM00227","906872","NB","nervous_system","neuroblastoma","GDSC1","366","1796"
"906872","GI-ME-N","SIDM00227","906872","NB","nervous_system","neuroblastoma","GDSC2","180","1796"
"906873","GMS-10","SIDM01074","906873","GBM","nervous_system","glioma","GDSC1","304","1796"
"906873","GMS-10","SIDM01074","906873","GBM","nervous_system","glioma","GDSC2","94","1796"
"906875","GOTO","SIDM00544","906875","NB","nervous_system","neuroblastoma","GDSC1","357","1796"
"906875","GOTO","SIDM00544","906875","NB","nervous_system","neuroblastoma","GDSC2","180","1796"
"907291","GP5d","SIDM00537","907291","COREAD","digestive_system","large_intestine","GDSC1","321","1796"
"907291","GP5d","SIDM00537","907291","COREAD","digestive_system","large_intestine","GDSC2","183","1796"
"906877","GR-ST","SIDM01259","906877","ALL","blood","lymphoblastic_leukemia","GDSC1","365","1796"
"906877","GR-ST","SIDM01259","906877","ALL","blood","lymphoblastic_leukemia","GDSC2","180","1796"
"1303897","GRANTA-519","SIDM01058","1303897","DLBC","blood","B_cell_lymphoma","GDSC1","358","1796"
"1303897","GRANTA-519","SIDM01058","1303897","DLBC","blood","B_cell_lymphoma","GDSC2","179","1796"
"907290","H-EMC-SS","SIDM00535","907290","UNCLASSIFIED","bone","chondrosarcoma","GDSC1","348","1796"
"907290","H-EMC-SS","SIDM00535","907290","UNCLASSIFIED","bone","chondrosarcoma","GDSC2","181","1796"
"1247873","H3255","SIDM00046","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","317","1796"
"1247873","H3255","SIDM00046","1247873","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","95","1796"
"907042","H4","SIDM00852","907042","LGG","nervous_system","glioma","GDSC1","316","1796"
"907042","H4","SIDM00852","907042","LGG","nervous_system","glioma","GDSC2","179","1796"
"907043","H9","SIDM01251","907043","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC1","355","1796"
"907043","H9","SIDM01251","907043","UNCLASSIFIED","blood","lymphoid_neoplasm_other","GDSC2","175","1796"
"753558","HA7-RCC","SIDM00188","753558","KIRC","kidney","kidney","GDSC1","358","1796"
"753558","HA7-RCC","SIDM00188","753558","KIRC","kidney","kidney","GDSC2","95","1796"
"949153","HAL-01","SIDM00289","949153","ALL","blood","lymphoblastic_leukemia","GDSC1","359","1796"
"949153","HAL-01","SIDM00289","949153","ALL","blood","lymphoblastic_leukemia","GDSC2","180","1796"
"1240142","HARA","SIDM00598","1240142","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","324","1796"
"1240142","HARA","SIDM00598","1240142","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","180","1796"
"907044","HC-1","SIDM01073","907044","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC1","358","1796"
"907044","HC-1","SIDM01073","907044","UNCLASSIFIED","blood","hairy_cell_leukaemia","GDSC2","179","1796"
"1240143","HCC-15","SIDM01072","1240143","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC1","322","1796"
"1240143","HCC-15","SIDM01072","1240143","LUSC","lung","lung_NSCLC_squamous_cell_carcinoma","GDSC2","178","1796"
"1303901","HCC-33","SIDM01071","1303901","SCLC","lung","lung_small_cell_carcinoma","GDSC1","219","1796"
"1240144","HCC-366","SIDM01070","1240144","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC1","145","1796"
"1240144","HCC-366","SIDM01070","1240144","UNCLASSIFIED","lung","lung_NSCLC_not_specified","GDSC2","95","1796"
"1240145","HCC-44","SIDM01069","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","319","1796"
"1240145","HCC-44","SIDM01069","1240145","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","180","1796"
"1290908","HCC-78","SIDM01068","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","324","1796"
"1290908","HCC-78","SIDM01068","1290908","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","181","1796"
"1240146","HCC-827","SIDM01067","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC1","314","1796"
"1240146","HCC-827","SIDM01067","1240146","LUAD","lung","lung_NSCLC_adenocarcinoma","GDSC2","178","1796"
"749710","HCC1143","SIDM00866","749710","BRCA","breast","breast","GDSC1","316","1796"
"749710","HCC1143","SIDM00866","749710","BRCA","breast","breast","GDSC2","195","1796"
"749711","HCC1187","SIDM00885","749711","BRCA","breast","breast","GDSC1","356","1796"
"749711","HCC1187","SIDM00885","749711","BRCA","breast","breast","GDSC2","195","1796"
"749712","HCC1395","SIDM00884","749712","BRCA","breast","breast","GDSC1","322","1796"
"749712","HCC1395","SIDM00884","749712","BRCA","breast","breast","GDSC2","122","1796"
"907045","HCC1419","SIDM00882","907045","BRCA","breast","breast","GDSC1","324","1796"
"907045","HCC1419","SIDM00882","907045","BRCA","breast","breast","GDSC2","193","1796"
"1290905","HCC1428","SIDM00881","1290905","BRCA","breast","breast","GDSC1","325","1796"
"1290905","HCC1428","SIDM00881","1290905","BRCA","breast","breast","GDSC2","195","1796"
"1303900","HCC1500","SIDM00879","1303900","BRCA","breast","breast","GDSC1","332","1796"
"1303900","HCC1500","SIDM00879","1303900","BRCA","breast","breast","GDSC2","188","1796"
"907046","HCC1569","SIDM00878","907046","BRCA","breast","breast","GDSC1","326","1796"
"907046","HCC1569","SIDM00878","907046","BRCA","breast","breast","GDSC2","138","1796"
"749713","HCC1599","SIDM00877","749713","BRCA","breast","breast","GDSC1","261","1796"
"749713","HCC1599","SIDM00877","749713","BRCA","breast","breast","GDSC2","63","1796"
"907047","HCC1806","SIDM00875","907047","UNCLASSIFIED","breast","breast","GDSC1","317","1796"
"907047","HCC1806","SIDM00875","907047","UNCLASSIFIED","breast","breast","GDSC2","194","1796"
"749714","HCC1937","SIDM00874","749714","BRCA","breast","breast","GDSC1","326","1796"
"749714","HCC1937","SIDM00874","749714","BRCA","breast","breast","GDSC2","194","1796"
"749709","HCC1954","SIDM00872","749709","BRCA","breast","breast","GDSC1","324","1796"
"749709","HCC1954","SIDM00872","749709","BRCA","breast","breast","GDSC2","195","1796"
"1290906","HCC202","SIDM00870","1290906","BRCA","breast","breast","GDSC1","284","1796"
"1290906","HCC202","SIDM00870","1290906","BRCA","breast","breast","GDSC2","14","1796"
"749715","HCC2157","SIDM00774","749715","BRCA","breast","breast","GDSC1","364","1796"
"749715","HCC2157","SIDM00774","749715","BRCA","breast","breast","GDSC2","195","1796"
"749716","HCC2218","SIDM00772","749716","BRCA","breast","breast","GDSC1","363","1796"
"749716","HCC2218","SIDM00772","749716","BRCA","breast","breast","GDSC2","54","1796"
"905971","HCC2998","SIDM00118","905971","COREAD","digestive_system","large_intestine","GDSC1","339","1796"
"905971","HCC2998","SIDM00118","905971","COREAD","digestive_system","large_intestine","GDSC2","184","1796"
"749717","HCC38","SIDM00675","749717","BRCA","breast","breast","GDSC1","326","1796"
"749717","HCC38","SIDM00675","749717","BRCA","breast","breast","GDSC2","196","1796"
"907048","HCC70","SIDM00673","907048","BRCA","breast","breast","GDSC1","318","1796"
"907048","HCC70","SIDM00673","907048","BRCA","breast","breast","GDSC2","196","1796"
"753559","HCE-4","SIDM00052","753559","ESCA","aero_digestive_tract","oesophagus","GDSC1","339","1796"
"905936","HCT-116","SIDM00783","905936","COREAD","digestive_system","large_intestine","GDSC1","319","1796"
"905936","HCT-116","SIDM00783","905936","COREAD","digestive_system","large_intestine","GDSC2","185","1796"
"905937","HCT-15","SIDM00789","905937","COREAD","digestive_system","large_intestine","GDSC1","317","1796"
"905937","HCT-15","SIDM00789","905937","COREAD","digestive_system","large_intestine","GDSC2","185","1796"
"907050","HD-MY-Z","SIDM01063","907050","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","358","1796"
"907050","HD-MY-Z","SIDM01063","907050","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","180","1796"
"924110","HDLM-2","SIDM01064","924110","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC1","360","1796"
"924110","HDLM-2","SIDM01064","924110","UNCLASSIFIED","blood","Hodgkin_lymphoma","GDSC2","180","1796"
"1290922","HDQ-P1","SIDM01062","1290922","BRCA","breast","breast","GDSC1","318","1796"
"1290922","HDQ-P1","SIDM01062","1290922","BRCA","breast","breast","GDSC2","194","1796"
"907051","HEC-1","SIDM00596","907051","UCEC","urogenital_system","endometrium","GDSC1","326","1796"
"907051","HEC-1","SIDM00596","907051","UCEC","urogenital_system","endometrium","GDSC2","179","1796"
"907053","HEL","SIDM00594","907053","LAML","blood","acute_myeloid_leukaemia","GDSC1","359","1796"
"907053","HEL","SIDM00594","907053","LAML","blood","acute_myeloid_leukaemia","GDSC2","95","1796"
"907055","HGC-27","SIDM00290","907055","STAD","digestive_system","stomach","GDSC1","297","1796"
"907055","HGC-27","SIDM00290","907055","STAD","digestive_system","stomach","GDSC2","176","1796"
"907056","HH","SIDM00671","907056","UNCLASSIFIED","blood","T_cell_leukemia","GDSC1","360","1796"
"907056","HH","SIDM00671","907056","UNCLASSIFIED","blood","T_cell_leukemia","GDSC2","180","1796"
"905938","HL-60","SIDM00829","905938","LAML","blood","acute_myeloid_leukaemia","GDSC1","358","1796"
"905938","HL-60","SIDM00829","905938","LAML","blood","acute_myeloid_leukaemia","GDSC2","179","1796"
"907057","HLE","SIDM00064","907057","LIHC","digestive_system","liver","GDSC1","318","1796"
"907057","HLE","SIDM00064","907057","LIHC","digestive_system","liver","GDSC2","180","1796"
"907058","HMV-II","SIDM00291","907058","SKCM","skin","melanoma","GDSC1","307","1796"
"907058","HMV-II","SIDM00291","907058","SKCM","skin","melanoma","GDSC2","180","1796"
